"code","n_jan16","n_feb16","n_mar16","n_apr16","n_may16","n_jun16","n_jul16","n_aug16","n_spt16","n_oct16","n_nov16","n_dec16","n_jan17","n_feb17","n_mar17","n_apr17"
"r571",0,0,0,7,8,13,10,21,13,11,11,13,18,11,17,13
"r638",0,0,0,7,6,14,20,11,22,8,10,13,26,13,21,9
"s00212a",0,0,0,7,3,3,6,5,10,7,3,7,8,6,7,11
"s01119a",0,0,0,7,7,15,15,12,9,17,7,4,1,11,12,8
"s01411a",0,0,0,7,8,11,9,11,9,10,11,9,10,11,8,14
"s069x1a",0,0,0,7,7,6,8,8,10,13,9,11,11,8,13,11
"s2220xa",0,0,0,7,6,11,2,5,9,6,13,4,5,6,4,3
"s32592a",0,0,0,7,6,5,16,12,7,11,7,10,10,9,16,6
"s40211a",0,0,0,7,10,11,20,17,13,11,5,4,1,6,11,10
"s40862a",0,0,0,7,11,25,22,37,50,25,16,6,7,5,11,18
"s41151a",0,0,0,7,2,4,2,6,1,2,3,0,2,6,4,0
"s46811a",0,0,0,7,14,8,14,18,14,13,6,18,22,15,14,13
"s52532a",0,0,0,7,8,5,15,12,12,10,7,8,8,3,9,6
"s52613a",0,0,0,7,5,1,0,5,4,7,6,4,2,3,1,5
"s53033a",0,0,0,7,3,1,4,0,1,5,8,3,1,3,2,6
"s63619a",0,0,0,7,5,13,9,13,27,20,15,10,16,10,14,9
"s82402a",0,0,0,7,15,7,7,11,7,7,5,10,7,7,8,7
"s92352a",0,0,0,7,10,15,8,11,8,13,7,9,8,8,6,9
"s93492a",0,0,0,7,11,13,21,26,16,23,13,14,18,16,15,16
"t162xxa",0,0,0,7,14,25,27,24,23,26,26,12,19,18,27,22
"t424x5a",0,0,0,7,7,3,2,6,7,5,6,4,5,6,4,11
"t43212a",0,0,0,7,3,5,5,2,8,3,6,6,7,7,9,9
"t43595a",0,0,0,7,1,2,1,4,7,9,3,4,6,5,6,8
"t447x5a",0,0,0,7,3,7,5,10,3,5,4,2,7,6,6,5
"t63441a",0,0,0,7,18,33,44,41,42,33,9,1,2,5,3,11
"t731xxa",0,0,0,7,9,10,8,5,4,3,0,5,3,2,2,5
"t7621xa",0,0,0,7,10,17,10,13,9,13,8,5,18,11,9,19
"t84040a",0,0,0,7,0,3,2,3,1,0,0,0,0,0,0,0
"t886xxa",0,0,0,7,4,2,2,2,6,1,4,5,1,3,4,9
"v184xxa",0,0,0,7,4,5,8,13,4,13,5,1,5,8,11,31
"v8609xa",0,0,0,7,3,3,2,5,7,3,2,1,1,4,6,8
"v890xxa",0,0,0,7,3,1,7,4,7,7,5,3,5,2,3,3
"w270xxa",0,0,0,7,9,5,8,2,15,5,8,5,8,5,5,10
"w272xxa",0,0,0,7,1,5,4,5,5,3,6,9,6,7,5,3
"w3400xa",0,0,0,7,15,27,35,31,21,24,24,17,19,21,20,24
"w450xxa",0,0,0,7,12,19,6,13,11,22,12,13,13,10,11,22
"y846",0,0,0,7,6,4,13,9,11,10,8,6,13,11,15,8
"y92096",0,0,0,7,5,7,7,9,9,5,9,2,4,5,4,7
"y936a",0,0,0,7,11,5,3,11,23,21,18,12,13,27,26,23
"z3a26",0,0,0,7,4,4,8,4,3,4,9,9,6,6,6,13
"z3a29",0,0,0,7,1,7,7,5,5,3,2,10,5,6,11,13
"z599",0,0,0,7,7,4,3,3,2,2,4,2,3,1,4,2
"z7401",0,0,0,7,9,7,3,6,6,5,6,11,11,13,11,3
"z798",0,0,0,7,13,14,7,5,2,3,0,2,3,4,0,1
"z9289",0,0,0,7,7,5,9,13,15,12,10,6,13,10,16,13
"a0839",0,0,0,6,1,7,5,7,7,7,7,3,7,7,4,2
"a310",0,0,0,6,2,0,2,1,3,1,1,4,5,1,1,7
"b009",0,0,0,6,12,13,13,18,11,9,11,13,14,12,9,12
"b353",0,0,0,6,9,11,16,17,19,10,17,13,11,17,14,19
"c541",0,0,0,6,16,3,6,5,10,6,7,8,9,9,10,5
"c73",0,0,0,6,10,12,10,1,9,5,4,4,8,6,6,6
"e030",0,0,0,6,10,12,11,6,1,0,0,0,0,0,0,0
"e108",0,0,0,6,5,6,10,8,13,22,7,18,12,8,14,14
"e1151",0,0,0,6,4,3,12,2,13,19,8,17,17,13,33,52
"e213",0,0,0,6,6,7,4,4,8,9,4,5,4,4,7,9
"e2749",0,0,0,6,4,5,2,5,2,4,5,8,5,4,2,2
"e790",0,0,0,6,3,1,2,4,2,0,5,6,1,2,2,5
"e8359",0,0,0,6,2,2,2,1,2,6,3,4,2,6,1,1
"e8496",0,0,0,6,1,4,9,8,3,1,1,0,0,0,1,0
"f19239",0,0,0,6,5,6,1,2,3,6,1,4,4,1,4,1
"f3132",0,0,0,6,6,4,3,8,6,7,2,2,5,2,3,5
"g252",0,0,0,6,3,7,4,4,4,8,12,5,11,8,11,7
"g5602",0,0,0,6,4,5,15,12,14,4,6,9,6,7,7,9
"h1010",0,0,0,6,7,10,5,5,19,6,7,6,2,9,11,12
"h5702",0,0,0,6,3,4,4,5,3,3,4,9,1,1,4,4
"h5710",0,0,0,6,8,11,7,8,11,10,4,10,3,4,7,5
"h8113",0,0,0,6,7,9,6,18,15,28,16,18,22,10,13,12
"i089",0,0,0,6,6,2,1,3,0,1,0,3,1,1,3,1
"i2111",0,0,0,6,6,8,6,10,1,9,11,6,7,12,15,9
"i456",0,0,0,6,5,6,5,3,4,8,2,3,6,7,7,7
"i5",0,0,0,6,6,1,2,3,4,0,3,4,1,2,2,3
"i515",0,0,0,6,9,9,7,6,8,6,4,5,3,3,5,9
"i69359",0,0,0,6,2,4,4,5,2,5,2,4,9,4,8,5
"i70209",0,0,0,6,2,4,2,6,0,1,3,2,3,5,5,4
"i889",0,0,0,6,12,5,12,6,11,15,6,6,14,11,21,11
"j121",0,0,0,6,0,0,0,1,0,0,2,5,17,10,17,5
"j392",0,0,0,6,7,7,11,6,7,2,11,12,12,10,10,11
"j438",0,0,0,6,5,3,5,3,13,5,3,2,10,4,5,6
"j4530",0,0,0,6,3,1,8,8,14,6,5,15,8,10,9,15
"j45990",0,0,0,6,4,4,5,2,6,4,2,4,3,2,4,3
"j45998",0,0,0,6,3,3,3,3,1,4,3,5,6,5,5,7
"j91",0,0,0,6,2,1,1,0,0,1,0,0,1,1,0,1
"k011",0,0,0,6,1,2,6,9,6,12,4,5,4,4,5,5
"k4020",0,0,0,6,2,3,4,3,6,6,4,7,14,3,10,6
"k436",0,0,0,6,6,6,5,8,7,2,12,6,4,10,8,8
"k851",0,0,0,6,10,22,14,15,20,0,0,0,0,0,0,0
"l02511",0,0,0,6,10,12,18,10,19,16,17,10,8,13,9,10
"l03221",0,0,0,6,10,11,14,11,18,12,17,5,10,10,7,13
"l97419",0,0,0,6,6,1,2,2,4,3,2,2,2,5,3,6
"l988",0,0,0,6,5,13,9,11,15,11,13,15,6,10,12,20
"m1",0,0,0,6,3,2,1,1,1,0,3,1,1,1,0,1
"m10072",0,0,0,6,3,1,2,6,2,5,5,4,3,4,3,5
"m1612",0,0,0,6,3,6,11,5,11,13,11,13,8,9,14,10
"m2391",0,0,0,6,4,15,7,14,15,9,17,7,4,8,4,8
"m4180",0,0,0,6,11,10,8,8,4,5,6,7,5,5,5,9
"m47892",0,0,0,6,2,6,5,7,4,7,2,5,3,5,4,2
"m6588",0,0,0,6,1,2,0,0,1,1,0,0,1,0,0,1
"m7122",0,0,0,6,4,7,10,10,4,8,9,9,6,6,9,7
"m79621",0,0,0,6,8,12,10,15,14,13,10,11,7,9,13,17
"m79669",0,0,0,6,3,4,5,4,5,4,6,4,1,3,4,5
"m79676",0,0,0,6,5,8,5,16,7,7,6,12,8,5,4,9
"n178",0,0,0,6,3,9,7,5,7,5,4,3,10,4,8,9
"n3281",0,0,0,6,9,5,12,7,7,13,7,9,7,8,11,19
"n3941",0,0,0,6,7,12,3,5,11,7,5,1,7,5,6,6
"n951",0,0,0,6,4,2,4,4,7,6,3,6,5,3,4,7
"o99513",0,0,0,6,3,2,3,4,3,5,7,7,7,12,2,7
"q253",0,0,0,6,4,5,3,4,1,1,0,0,0,0,1,1
"q2733",0,0,0,6,0,1,4,3,3,1,0,1,2,1,0,1
"q909",0,0,0,6,5,7,15,2,13,13,3,10,4,17,21,10
"r159",0,0,0,6,10,6,12,7,7,7,11,7,13,14,19,8
"r6",0,0,0,6,9,2,3,4,3,3,0,0,3,2,3,3
"s0012xa",0,0,0,6,8,19,17,17,13,15,10,20,19,14,19,20
"s00412a",0,0,0,6,5,7,5,6,5,8,9,9,5,7,5,4
"s1083xa",0,0,0,6,2,2,1,2,3,7,6,1,1,5,4,4
"s2020xa",0,0,0,6,13,14,11,14,11,15,9,16,10,5,17,9
"s32008a",0,0,0,6,6,3,3,5,4,7,3,4,7,9,6,4
"s42211a",0,0,0,6,4,4,3,3,7,7,5,5,4,3,2,2
"s52124a",0,0,0,6,0,1,2,6,4,5,3,6,6,6,4,10
"s52571a",0,0,0,6,6,3,6,5,6,8,8,6,2,6,3,10
"s5291xa",0,0,0,6,8,9,13,9,16,12,9,9,3,9,12,13
"s60812a",0,0,0,6,9,12,13,13,7,14,11,7,10,9,14,14
"s61239a",0,0,0,6,4,3,3,7,4,8,9,6,3,2,5,3
"s61519a",0,0,0,6,2,6,2,7,10,5,9,5,12,10,11,8
"s62639b",0,0,0,6,7,10,7,10,12,8,11,10,10,6,7,7
"s70361a",0,0,0,6,9,15,15,16,16,8,8,0,2,1,3,7
"s72012a",0,0,0,6,20,7,8,6,12,9,15,14,7,13,16,14
"s72146a",0,0,0,6,12,3,5,2,4,2,2,6,5,2,3,5
"s76111a",0,0,0,6,5,4,3,4,3,3,3,2,1,4,5,4
"s82142a",0,0,0,6,10,3,7,12,11,10,11,8,5,7,3,7
"s86012a",0,0,0,6,2,3,5,3,2,4,2,5,1,2,6,6
"s92355a",0,0,0,6,9,15,7,7,9,4,7,8,6,6,5,8
"t1591xa",0,0,0,6,11,4,7,14,8,13,15,7,9,2,14,9
"t169xxa",0,0,0,6,6,8,12,14,11,11,9,6,7,5,11,8
"t43222a",0,0,0,6,4,7,5,7,3,9,7,2,10,10,6,11
"t7491xa",0,0,0,6,6,1,11,9,8,4,4,5,12,1,6,3
"t798xxa",0,0,0,6,5,3,2,0,0,1,0,4,1,0,2,2
"t827xxa",0,0,0,6,4,8,8,10,4,4,6,4,4,5,9,3
"w2102xa",0,0,0,6,6,6,5,5,10,12,3,3,1,0,6,19
"w228xxd",0,0,0,6,3,5,11,4,6,12,11,6,5,6,5,6
"w501xxa",0,0,0,6,6,5,2,6,6,8,10,6,4,7,3,9
"w503xxa",0,0,0,6,8,7,10,11,14,15,11,4,10,13,9,13
"x102xxa",0,0,0,6,7,3,7,6,5,11,2,6,6,4,8,9
"y92328",0,0,0,6,4,7,3,5,10,8,0,2,2,1,12,21
"z008",0,0,0,6,11,12,17,13,17,22,13,10,13,12,8,10
"z113",0,0,0,6,10,6,14,22,8,8,6,1,4,7,9,3
"z3201",0,0,0,6,6,3,14,11,16,15,7,14,15,15,12,19
"z3a20",0,0,0,6,7,6,10,9,10,8,8,9,11,10,13,17
"z3a27",0,0,0,6,5,7,8,7,6,2,3,4,6,5,6,3
"z6828",0,0,0,6,6,3,3,7,6,4,8,7,11,8,15,10
"z6829",0,0,0,6,8,7,6,7,9,5,9,9,16,10,12,10
"z800",0,0,0,6,20,13,17,22,29,26,36,17,15,10,16,8
"z836",0,0,0,6,3,2,3,2,2,1,3,1,3,2,3,2
"z87",0,0,0,6,6,5,3,4,1,1,0,2,4,4,3,1
"z9",0,0,0,6,12,9,7,2,5,1,3,2,3,1,2,2
"z95",0,0,0,6,3,6,0,0,4,1,0,1,2,2,0,0
"z975",0,0,0,6,5,12,17,13,9,14,11,6,9,7,10,23
"a0819",0,0,0,5,0,2,1,0,0,0,0,0,1,0,0,0
"b002",0,0,0,5,3,2,3,3,4,4,7,9,4,6,2,3
"b3781",0,0,0,5,8,4,8,7,1,8,4,2,3,5,5,3
"b49",0,0,0,5,2,6,7,2,7,4,3,2,5,3,5,2
"c19",0,0,0,5,3,3,5,1,5,3,2,4,7,3,4,1
"c641",0,0,0,5,0,2,3,5,0,1,2,2,4,10,6,6
"c7801",0,0,0,5,11,7,12,11,10,11,8,6,14,12,13,10
"d472",0,0,0,5,5,1,5,4,8,5,2,5,9,6,4,4
"d510",0,0,0,5,2,2,1,4,2,3,2,5,1,6,1,8
"d72828",0,0,0,5,12,7,16,16,11,15,8,10,11,11,6,8
"e1022",0,0,0,5,9,10,8,13,13,17,15,18,15,18,35,38
"e1159",0,0,0,5,3,6,7,5,8,11,4,2,9,5,4,8
"e161",0,0,0,5,6,4,2,2,2,1,5,7,3,6,4,4
"f17211",0,0,0,5,3,8,2,3,4,3,5,7,5,1,6,6
"f258",0,0,0,5,2,2,3,2,6,1,4,2,2,3,3,7
"f32",0,0,0,5,7,2,2,1,0,0,1,1,1,1,1,1
"f4329",0,0,0,5,2,2,0,2,1,3,0,3,4,1,3,4
"f449",0,0,0,5,5,14,12,16,13,7,6,5,6,11,11,9
"f53",0,0,0,5,2,5,3,3,4,6,4,4,3,1,4,4
"g4734",0,0,0,5,5,4,7,1,4,3,6,5,11,7,5,9
"h00019",0,0,0,5,12,13,8,8,13,7,14,10,6,1,3,7
"h02409",0,0,0,5,0,2,0,4,0,2,0,0,2,1,2,2
"h579",0,0,0,5,11,7,17,19,24,18,19,17,12,18,15,20
"h60501",0,0,0,5,7,14,18,34,8,8,11,4,14,11,8,9
"h7291",0,0,0,5,4,6,10,5,11,7,4,7,10,9,9,5
"h8109",0,0,0,5,8,5,10,3,7,8,7,5,6,9,14,2
"h8112",0,0,0,5,3,5,7,8,6,10,14,6,12,7,4,11
"i158",0,0,0,5,12,7,8,5,14,10,6,9,5,5,5,4
"i208",0,0,0,5,8,8,6,17,14,20,18,15,22,17,20,16
"i259",0,0,0,5,3,12,4,3,2,3,6,4,3,7,6,9
"i314",0,0,0,5,6,5,4,4,3,0,4,0,3,4,3,3
"i330",0,0,0,5,8,8,6,2,2,8,4,7,11,5,2,5
"i358",0,0,0,5,8,5,4,6,1,8,3,2,11,5,5,9
"i4430",0,0,0,5,7,5,10,2,6,3,5,4,7,6,8,11
"i615",0,0,0,5,9,14,7,6,4,5,7,9,9,6,14,6
"i6782",0,0,0,5,7,1,6,6,6,3,5,4,11,3,9,4
"i82621",0,0,0,5,4,3,6,5,6,15,6,7,5,12,8,11
"j0140",0,0,0,5,9,0,5,4,3,4,6,2,6,6,5,4
"j040",0,0,0,5,11,12,8,19,19,25,27,24,25,14,24,20
"j158",0,0,0,5,3,4,1,0,3,1,5,1,0,4,0,1
"j18",0,0,0,5,4,2,0,1,0,1,2,1,3,1,1,3
"j322",0,0,0,5,4,6,7,3,4,6,7,5,14,12,8,5
"j351",0,0,0,5,3,1,5,3,6,1,9,4,13,13,3,4
"j383",0,0,0,5,3,5,7,3,4,1,7,7,5,5,4,2
"j4540",0,0,0,5,11,3,4,4,14,6,5,8,12,5,9,3
"j9383",0,0,0,5,9,12,4,11,12,8,7,10,8,10,7,4
"j95830",0,0,0,5,3,4,3,2,1,4,3,7,8,4,5,5
"k068",0,0,0,5,6,4,7,8,7,7,6,9,9,13,8,12
"k148",0,0,0,5,3,1,3,2,5,5,4,8,5,9,9,7
"k229",0,0,0,5,3,1,1,1,4,3,2,1,0,2,2,2
"k317",0,0,0,5,8,8,6,3,5,6,1,5,5,7,2,5
"k5000",0,0,0,5,3,4,10,6,9,8,5,5,5,6,8,6
"k5733",0,0,0,5,5,3,5,2,2,6,3,3,3,9,5,5
"k7040",0,0,0,5,0,3,6,6,8,11,6,5,9,4,13,7
"k8070",0,0,0,5,3,5,7,7,5,4,5,7,5,3,8,7
"k862",0,0,0,5,4,6,3,11,6,10,4,2,3,11,7,5
"k929",0,0,0,5,4,0,3,2,0,2,3,3,0,0,1,0
"l02512",0,0,0,5,4,8,10,13,7,16,5,9,7,11,12,7
"l03111",0,0,0,5,7,7,3,7,3,6,3,2,2,4,6,1
"l0591",0,0,0,5,15,12,11,13,13,11,11,16,14,11,8,8
"l271",0,0,0,5,2,2,5,5,3,7,7,6,0,4,4,3
"m12",0,0,0,5,7,3,2,3,2,0,1,0,4,0,3,2
"m1712",0,0,0,5,5,15,8,10,22,12,18,20,15,24,16,34
"m19011",0,0,0,5,6,12,6,9,4,8,9,7,8,8,11,16
"m4316",0,0,0,5,2,3,3,8,4,9,6,7,5,4,4,2
"m4726",0,0,0,5,6,4,4,4,6,5,14,4,6,4,8,3
"m47817",0,0,0,5,5,1,11,6,5,1,4,7,5,2,9,3
"m7121",0,0,0,5,6,6,4,10,9,12,5,6,6,6,9,3
"m799",0,0,0,5,4,3,5,4,7,5,3,2,2,0,4,4
"m8448xa",0,0,0,5,10,3,4,4,2,5,7,3,3,6,8,7
"n279",0,0,0,5,5,10,12,8,7,6,7,6,5,6,4,5
"n320",0,0,0,5,9,8,7,5,5,8,8,3,9,6,13,9
"o009",0,0,0,5,14,11,15,12,15,2,5,3,4,2,2,3
"o2311",0,0,0,5,7,8,6,7,8,7,9,9,15,11,11,7
"o99512",0,0,0,5,4,3,4,6,6,2,10,5,10,7,10,12
"o9a211",0,0,0,5,9,3,3,2,1,6,6,5,11,5,8,9
"p9209",0,0,0,5,3,5,5,5,6,0,2,7,2,8,9,3
"q02",0,0,0,5,1,1,0,0,1,1,0,0,0,0,0,0
"q762",0,0,0,5,6,2,1,0,0,0,3,2,0,2,0,1
"r066",0,0,0,5,5,9,9,11,8,14,7,10,15,16,20,12
"r07",0,0,0,5,3,3,1,1,2,1,2,0,2,1,1,0
"r0782",0,0,0,5,6,0,7,4,3,5,4,9,4,5,7,4
"r10814",0,0,0,5,7,13,9,14,14,7,18,11,12,16,7,8
"r1314",0,0,0,5,4,5,3,3,7,7,5,4,4,11,10,7
"r141",0,0,0,5,6,5,7,5,14,18,10,12,18,12,11,13
"r2231",0,0,0,5,5,7,2,10,4,5,9,4,8,3,5,5
"r29818",0,0,0,5,6,12,7,9,14,14,4,9,11,9,7,12
"r369",0,0,0,5,7,12,16,20,15,16,16,9,17,16,24,16
"r4",0,0,0,5,9,6,5,4,3,2,1,1,2,3,4,2
"r479",0,0,0,5,5,6,6,7,6,17,9,8,7,9,21,8
"r530",0,0,0,5,4,2,2,3,5,3,3,7,1,2,3,3
"r5382",0,0,0,5,5,4,8,9,6,10,14,9,8,9,8,11
"r633",0,0,0,5,7,3,3,9,6,6,8,12,19,11,11,4
"r81",0,0,0,5,3,6,7,4,3,7,9,2,9,10,10,12
"r824",0,0,0,5,13,10,7,8,10,13,12,13,11,6,14,12
"s00511a",0,0,0,5,10,12,10,13,13,11,12,10,16,16,15,25
"s00512a",0,0,0,5,9,4,5,5,5,7,7,5,7,10,6,10
"s00532a",0,0,0,5,8,5,1,3,3,5,4,3,7,2,7,4
"s020xxa",0,0,0,5,6,5,6,5,8,8,8,5,13,5,9,13
"s0292xa",0,0,0,5,4,6,6,9,9,10,8,7,7,9,4,13
"s1091xa",0,0,0,5,14,13,13,10,8,7,16,4,8,10,11,16
"s12000a",0,0,0,5,3,4,2,3,4,5,4,8,4,2,3,7
"s20319a",0,0,0,5,5,7,10,11,3,3,7,4,5,2,7,6
"s32509a",0,0,0,5,5,5,0,3,3,3,1,0,1,2,0,0
"s42212a",0,0,0,5,3,0,3,5,3,7,5,8,3,3,4,10
"s43015a",0,0,0,5,10,11,2,12,7,3,8,3,7,8,14,15
"s43429a",0,0,0,5,1,6,4,6,2,2,8,6,6,3,2,2
"s5010xa",0,0,0,5,4,4,7,6,12,7,8,4,6,4,8,2
"s51001a",0,0,0,5,4,7,4,3,4,6,8,4,3,1,3,3
"s51002a",0,0,0,5,6,7,7,6,9,7,9,2,2,0,4,5
"s52125a",0,0,0,5,4,2,4,5,10,8,5,9,3,4,5,9
"s52202a",0,0,0,5,9,9,10,10,9,11,12,7,8,7,9,17
"s52209a",0,0,0,5,4,1,7,2,5,3,1,6,3,5,6,3
"s60021a",0,0,0,5,5,4,3,7,8,9,9,7,3,8,6,11
"s60022a",0,0,0,5,8,3,2,2,2,6,4,5,5,3,4,13
"s60031a",0,0,0,5,8,8,7,6,7,6,8,10,5,11,9,7
"s60042a",0,0,0,5,8,5,0,3,4,8,5,6,6,5,7,5
"s60519a",0,0,0,5,7,7,3,5,7,10,4,4,9,4,10,10
"s60811a",0,0,0,5,9,17,5,8,6,7,8,6,6,10,7,20
"s61002a",0,0,0,5,5,5,4,3,3,2,7,1,4,4,3,3
"s61211d",0,0,0,5,3,3,3,2,3,3,2,1,4,3,2,6
"s61259a",0,0,0,5,5,2,7,5,10,6,6,5,4,3,3,14
"s61309a",0,0,0,5,9,8,8,14,17,7,9,7,9,5,7,6
"s61311a",0,0,0,5,2,4,2,4,6,1,3,2,4,0,4,5
"s61401a",0,0,0,5,3,3,5,2,8,3,4,3,4,4,5,2
"s62001a",0,0,0,5,4,2,5,7,4,1,1,2,0,0,3,2
"s62109a",0,0,0,5,3,4,9,4,0,5,11,3,5,5,11,4
"s70212a",0,0,0,5,4,6,8,3,4,2,5,1,1,4,1,1
"s71111a",0,0,0,5,10,21,8,14,15,9,13,9,8,13,9,20
"s7290xa",0,0,0,5,18,6,11,8,11,4,13,5,9,8,4,6
"s8010xa",0,0,0,5,10,12,23,17,8,13,7,10,11,7,15,17
"s81852a",0,0,0,5,4,3,8,10,7,4,5,4,3,5,1,8
"s82842a",0,0,0,5,3,11,8,8,5,10,5,11,6,6,5,6
"s83411a",0,0,0,5,4,7,3,3,9,7,4,6,8,5,11,7
"s83421a",0,0,0,5,2,2,2,5,7,1,6,4,7,2,5,2
"s86812a",0,0,0,5,7,2,0,2,3,3,8,3,2,8,6,4
"s86899a",0,0,0,5,0,0,1,1,0,0,1,0,0,1,0,1
"s91115a",0,0,0,5,5,3,5,10,11,6,5,4,2,2,2,8
"s91339a",0,0,0,5,7,8,5,9,9,4,5,3,4,3,4,7
"s92002a",0,0,0,5,5,8,4,5,3,4,5,5,3,5,2,5
"s92909a",0,0,0,5,4,3,3,5,4,2,5,0,1,1,1,3
"s93432a",0,0,0,5,6,9,8,9,14,9,10,7,8,11,7,8
"s99929a",0,0,0,5,7,9,8,12,12,9,9,9,3,10,6,10
"t23201a",0,0,0,5,4,6,10,10,8,10,6,8,6,6,9,7
"t23292a",0,0,0,5,2,5,1,1,2,0,2,0,3,2,2,0
"t43011a",0,0,0,5,0,2,0,0,1,1,3,2,2,0,1,1
"t43621a",0,0,0,5,4,3,6,3,4,5,7,6,10,7,8,7
"t63481a",0,0,0,5,11,18,36,30,27,16,9,3,0,5,4,8
"t819xxa",0,0,0,5,3,6,12,9,10,8,8,14,5,9,7,12
"t82838a",0,0,0,5,10,6,7,7,9,8,9,7,10,7,17,13
"t8579xa",0,0,0,5,4,6,5,5,4,4,3,1,5,5,3,3
"v182xxa",0,0,0,5,3,4,8,4,8,4,4,1,0,7,4,3
"v280xxa",0,0,0,5,5,8,11,13,2,10,3,2,2,12,7,3
"v481xxa",0,0,0,5,1,3,6,2,2,2,9,3,3,3,2,3
"w01198d",0,0,0,5,1,0,1,1,0,1,0,1,2,2,5,2
"w091xxa",0,0,0,5,9,15,5,7,10,16,7,4,2,8,9,17
"w290xxa",0,0,0,5,1,6,2,2,1,5,0,4,0,4,2,2
"x153xxa",0,0,0,5,1,0,1,1,1,1,0,2,1,0,3,1
"y901",0,0,0,5,4,3,1,7,3,7,1,4,4,2,5,6
"y904",0,0,0,5,0,7,9,7,7,6,4,5,6,3,3,4
"y92128",0,0,0,5,4,7,11,15,12,4,7,16,10,13,7,12
"y92212",0,0,0,5,9,0,0,5,15,12,15,13,12,21,18,18
"y9222",0,0,0,5,5,11,8,6,10,14,16,13,12,16,21,28
"y92331",0,0,0,5,1,1,3,6,6,4,7,3,9,10,15,11
"y9311",0,0,0,5,8,32,24,24,8,4,1,0,0,4,3,2
"y9341",0,0,0,5,7,5,4,5,6,7,6,7,4,3,12,12
"y9353",0,0,0,5,2,6,3,6,7,2,0,0,0,1,0,3
"y9384",0,0,0,5,3,7,13,11,15,8,7,7,9,7,8,7
"z09",0,0,0,5,6,7,7,4,10,9,9,12,8,3,10,7
"z1621",0,0,0,5,16,8,5,3,5,7,5,5,6,3,4,8
"z20828",0,0,0,5,1,3,0,2,2,3,2,2,16,32,15,5
"z3490",0,0,0,5,9,2,6,9,7,8,5,10,8,3,6,5
"z3a09",0,0,0,5,17,11,19,21,19,19,20,21,23,28,27,28
"z3a10",0,0,0,5,11,19,15,23,14,21,21,34,29,22,16,20
"z3a25",0,0,0,5,4,1,7,7,3,9,3,5,7,7,5,15
"z3a37",0,0,0,5,9,10,8,6,6,16,7,9,10,6,10,8
"z4502",0,0,0,5,5,7,10,3,7,12,10,12,13,10,14,5
"z4789",0,0,0,5,6,8,11,17,12,12,14,5,4,12,5,6
"z635",0,0,0,5,2,0,0,3,2,0,1,0,3,2,3,1
"z6822",0,0,0,5,5,3,7,4,3,3,5,3,9,6,8,5
"z6825",0,0,0,5,1,4,6,1,7,7,7,3,13,7,4,3
"z802",0,0,0,5,5,8,5,6,7,3,5,3,6,3,3,5
"z808",0,0,0,5,0,2,4,4,2,2,9,6,8,3,4,3
"z811",0,0,0,5,5,11,12,14,8,7,3,3,9,6,12,5
"z856",0,0,0,5,8,4,6,4,1,5,4,11,6,6,5,13
"z85850",0,0,0,5,16,10,10,11,10,5,14,8,13,12,16,21
"z89422",0,0,0,5,5,4,4,4,9,5,6,6,4,10,11,19
"z89619",0,0,0,5,6,7,3,3,3,3,1,5,1,3,4,3
"z9013",0,0,0,5,7,7,3,11,7,7,8,7,6,10,11,8
"z941",0,0,0,5,8,5,2,4,3,4,4,3,2,5,2,3
"z9641",0,0,0,5,8,9,7,10,19,18,10,13,17,25,19,21
"z98",0,0,0,5,5,6,1,0,3,1,0,2,2,0,2,1
"a039",0,0,0,4,3,0,1,2,3,0,1,2,2,0,0,0
"a401",0,0,0,4,2,2,1,1,3,1,3,2,1,3,1,0
"a609",0,0,0,4,2,1,0,2,2,1,1,0,1,0,0,1
"b0229",0,0,0,4,3,8,8,4,21,5,4,9,10,13,8,8
"b59",0,0,0,4,1,3,2,0,1,1,5,2,1,4,2,0
"b850",0,0,0,4,6,6,6,15,9,10,15,7,7,14,3,6
"b955",0,0,0,4,4,2,3,7,2,5,5,5,5,4,3,4
"c099",0,0,0,4,1,1,2,1,0,0,3,0,0,1,1,1
"c228",0,0,0,4,3,1,3,0,3,5,7,7,3,0,4,0
"c3412",0,0,0,4,6,4,4,3,10,3,8,6,12,9,10,7
"c50911",0,0,0,4,8,10,6,5,8,9,5,7,7,10,3,9
"c7a8",0,0,0,4,3,3,0,1,7,2,1,3,0,3,0,4
"c800",0,0,0,4,5,4,3,2,2,5,2,7,5,5,4,0
"d",0,0,0,4,5,6,3,1,0,1,1,0,2,4,1,1
"d125",0,0,0,4,2,4,2,2,2,2,0,0,1,3,6,2
"d320",0,0,0,4,4,7,6,6,10,11,5,3,2,4,6,8
"d735",0,0,0,4,1,6,4,7,4,6,4,5,2,2,2,5
"d751",0,0,0,4,15,10,17,10,10,13,10,8,17,13,15,9
"e0500",0,0,0,4,6,7,14,8,6,8,13,6,10,11,11,14
"e063",0,0,0,4,1,2,3,2,3,9,8,3,5,7,9,14
"e1042",0,0,0,4,1,3,3,2,2,6,10,2,5,6,11,17
"e210",0,0,0,4,1,0,4,0,0,2,3,1,0,0,2,2
"e232",0,0,0,4,1,3,2,3,0,5,3,5,7,7,7,5
"e278",0,0,0,4,5,1,2,1,2,2,5,4,2,3,4,4
"e639",0,0,0,4,4,1,5,1,4,2,2,2,2,1,5,10
"e8490",0,0,0,4,4,8,10,6,1,1,0,0,0,0,0,1
